dataset	annotation	N_anno	annoCoverage	peakset	propAnnoPeaks	peaksCoverage	propAnnoNotPeaks	genomeSize	estimate	CI95	z	SE	pvalue	warnings
AFF1	Promoters	67635	423844937	MSPC	0.503542310754	5569245	0.136581732236	3088269832	0.366960578519	0.36672, 0.3672	2514.40749943	0.000145943161004	0	None
AFF1	Promoters	67635	423844937	Discarded	0.526746823956	617119	0.137165643453	3088269832	0.389581180504	0.38886, 0.3903	889.302230372	0.00043807511912	0	None
AFF1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.42466753563	1397066	0.36585704173	3088269832	0.0588104938999	0.05814, 0.05948	144.281022947	0.000407610735624	0	None
AFF1	RefSeq_coding	17271	1129947427	MSPC	0.464395718918	5569245	0.365705673175	3088269832	0.0986900457428	0.09835, 0.09903	483.085083748	0.000204291229564	0	None
AFF1	RefSeq_coding	17271	1129947427	Discarded	0.492737231009	617119	0.365858292485	3088269832	0.126878938523	0.12587, 0.12789	206.906900561	0.000613217530104	0	None
AFF1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.148452436426	1397066	0.0826374695103	3088269832	0.0658149669154	0.06543, 0.0662	282.426115047	0.00023303428192	0	None
AFF1	RefSeq_noncoding	8236	255298752	MSPC	0.124527449497	5569245	0.0825916176084	3088269832	0.0419358318884	0.04174, 0.04213	359.05529772	0.000116794911967	0	None
AFF1	RefSeq_noncoding	8236	255298752	Discarded	0.122340873736	617119	0.082659313338	3088269832	0.0396815603981	0.0391, 0.04026	113.187893805	0.000350581312756	0	None
BACH1	CpG_islands	31144	24200434	MSPC_IDR	0.0907516534495	510447	0.00782253634307	3088269832	0.0829291171064	0.08273, 0.08313	671.894774849	0.000123425750892	0	None
BACH1	CpG_islands	31144	24200434	MSPC	0.19439690942	1202621	0.00776356534201	3088269832	0.186633344078	0.1865, 0.18677	2320.72454674	8.04202913008e-05	0	None
BACH1	CpG_islands	31144	24200434	Discarded	0.239414717767	81669	0.00783011906384	3088269832	0.231584598703	0.23108, 0.23209	750.567183215	0.00030854612869	0	None
BACH1	DNase_clusters	2107358	458295457	MSPC_IDR	0.687766432624	510447	0.148309609347	3088269832	0.539456823276	0.53864, 0.54028	1084.08479681	0.000497614969662	0	None
BACH1	DNase_clusters	2107358	458295457	MSPC	0.748813841756	1202621	0.148164871668	3088269832	0.600648970088	0.60012, 0.60118	1852.53932683	0.000324230077812	0	None
BACH1	DNase_clusters	2107358	458295457	Discarded	0.697269499204	81669	0.148384258653	3088269832	0.548885240551	0.54684, 0.55093	441.238899219	0.00124396385161	0	None
BACH1	Enhancers	393964	586976760	MSPC_IDR	0.833616744507	510447	0.189960152025	3088269832	0.643656592482	0.64275, 0.64456	1171.97021972	0.000549209000069	0	None
BACH1	Enhancers	393964	586976760	MSPC	0.782200891053	1202621	0.189835863016	3088269832	0.592365028037	0.59178, 0.59295	1655.35788329	0.000357847106064	0	None
BACH1	Enhancers	226711	304136048	Discarded	0.30662421942	81669	0.098475542955	3088269832	0.208148676465	0.20643, 0.20986	199.634422887	0.00104264922579	0	None
BACH1	Exons	313276	134968333	MSPC_IDR	0.116920822493	510447	0.0436914390736	3088269832	0.0732293834196	0.07276, 0.0737	255.900208939	0.000286163828171	0	None
BACH1	Exons	313276	134968333	MSPC	0.176030373634	1202621	0.0436519925979	3088269832	0.132378381036	0.13207, 0.13269	709.97403259	0.000186455243374	0	None
BACH1	Exons	313276	134968333	Discarded	0.219750214277	81669	0.0436988871535	3088269832	0.176051327123	0.17487, 0.17723	246.099223043	0.000715367261004	0	None
BACH1	Introns	172751	1580157646	MSPC_IDR	0.592986944801	510447	0.511650928886	3088269832	0.0813360159154	0.08019, 0.08249	116.244110968	0.00069970009868	0	None
BACH1	Introns	172751	1580157646	MSPC	0.562758705562	1202621	0.51164446789	3088269832	0.051114237672	0.05036, 0.05186	112.116643877	0.000455902316593	0	None
BACH1	Introns	172751	1580157646	Discarded	0.579919186972	81669	0.511662567535	3088269832	0.068256619437	0.06538, 0.07113	39.0228079205	0.00174914679579	0	None
BACH1	Promoters	67635	423844937	MSPC_IDR	0.328750430994	510447	0.137211833667	3088269832	0.191538597327	0.19075, 0.19233	397.654736113	0.000481670605006	0	None
BACH1	Promoters	67635	423844937	MSPC	0.435602375476	1202621	0.137127261314	3088269832	0.298475114162	0.29796, 0.29899	951.038546752	0.000313841237226	0	None
BACH1	Promoters	67635	423844937	Discarded	0.520533855761	81669	0.137233355861	3088269832	0.3833004999	0.38132, 0.38528	318.328057144	0.00120410529735	0	None
BACH1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.465918173839	510447	0.365867109288	3088269832	0.100051064552	0.09894, 0.10116	148.390328658	0.000674242489094	0	None
BACH1	RefSeq_coding	17271	1129947427	MSPC	0.46397538046	1202621	0.365845432954	3088269832	0.0981299475065	0.09741, 0.09885	223.370381253	0.000439314948366	0	None
BACH1	RefSeq_coding	17271	1129947427	Discarded	0.493277825395	81669	0.365880277278	3088269832	0.127397548117	0.12463, 0.13017	75.5841317818	0.00168550653574	0	None
BACH1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.0989895150926	510447	0.0826645444987	3088269832	0.0163249705939	0.01569, 0.01696	42.3508458913	0.000385469764542	0	None
BACH1	RefSeq_noncoding	8236	255298752	MSPC	0.109020955878	1202621	0.0826569762308	3088269832	0.0263639796472	0.02595, 0.02678	104.968933638	0.000251159831137	0	None
BACH1	RefSeq_noncoding	8236	255298752	Discarded	0.121513407616	81669	0.0826662154662	3088269832	0.0388471921498	0.03726, 0.04043	40.3139164601	0.000963617419515	0	None
CCAR2	CpG_islands	31144	24200434	MSPC_IDR	0.0152956420061	31642	0.00783616694017	3088269832	0.00745947506596	0.00664, 0.00827	15.0487085195	0.000495688720152	0	None
CCAR2	CpG_islands	31144	24200434	MSPC	0.0688311323208	284565	0.00783062253122	3088269832	0.0610005097896	0.06073, 0.06127	369.028002476	0.000165300490424	0	None
CCAR2	CpG_islands	31144	24200434	Discarded	0.0488350688491	55410	0.00783550774048	3088269832	0.0409995611087	0.04038, 0.04162	109.452999727	0.000374585997742	0	None
CCAR2	DNase_clusters	2107358	458295457	MSPC_IDR	0.509844199349	31642	0.148395070572	3088269832	0.361449128777	0.35816, 0.36474	180.863315303	0.00199846568206	0	None
CCAR2	DNase_clusters	2107358	458295457	MSPC	0.675874840986	284565	0.148350165736	3088269832	0.52752467525	0.52643, 0.52862	791.554784118	0.000666441143222	0	None
CCAR2	DNase_clusters	2107358	458295457	Discarded	0.636407933443	55410	0.148390017832	3088269832	0.488017915611	0.48553, 0.4905	323.144350711	0.00151021645446	0	None
CCAR2	Enhancers	393964	586976760	MSPC_IDR	0.493031634169	31642	0.190063435227	3088269832	0.302968198942	0.29934, 0.3066	137.35869036	0.00220567186646	0	None
CCAR2	Enhancers	393964	586976760	MSPC	0.789957338544	284565	0.190011257975	3088269832	0.599946080569	0.59874, 0.60116	815.654451768	0.000735539515868	0	None
CCAR2	Enhancers	226711	304136048	Discarded	0.437223655953	55410	0.0984749695267	3088269832	0.338748686426	0.33667, 0.34083	267.613462585	0.00126581332327	0	None
CCAR2	Exons	313276	134968333	MSPC_IDR	0.20137155137	31642	0.043701927358	3088269832	0.157669624012	0.15578, 0.15956	137.192394699	0.00114925921628	0	None
CCAR2	Exons	313276	134968333	MSPC	0.166875171314	284565	0.04369219228	3088269832	0.123182979033	0.12255, 0.12381	321.416081224	0.00038325082729	0	None
CCAR2	Exons	313276	134968333	Discarded	0.135532655971	55410	0.0437018952059	3088269832	0.0918307607649	0.0904, 0.09326	105.737170383	0.0008684813527	0	None
CCAR2	Introns	172751	1580157646	MSPC_IDR	0.551591189205	31642	0.511663963495	3088269832	0.0399272257097	0.03531, 0.04455	14.2086868073	0.00281005741426	0	None
CCAR2	Introns	172751	1580157646	MSPC	0.563419382498	284565	0.511659603236	3088269832	0.0517597792623	0.05022, 0.0533	55.2347148579	0.000937087833176	0	None
CCAR2	Introns	172751	1580157646	Discarded	0.586147154897	55410	0.511663036172	3088269832	0.0744841187247	0.07099, 0.07798	35.075670964	0.00212352655495	0	None
CCAR2	Promoters	67635	423844937	MSPC_IDR	0.484435736182	31642	0.137239934895	3088269832	0.347195801286	0.34401, 0.35038	179.482067215	0.00193443170493	0	None
CCAR2	Promoters	67635	423844937	MSPC	0.44413246839	284565	0.1372152117	3088269832	0.306917256691	0.30586, 0.30798	475.776295325	0.000645087322985	0	None
CCAR2	Promoters	67635	423844937	Discarded	0.417552471531	55410	0.137238462821	3088269832	0.28031400871	0.27791, 0.28272	191.75597171	0.00146182674891	0	None
CCAR2	RefSeq_coding	17271	1129947427	MSPC_IDR	0.487311569699	31642	0.365882402149	3088269832	0.12142916755	0.11698, 0.12588	44.8439275581	0.002707817405	0	None
CCAR2	RefSeq_coding	17271	1129947427	MSPC	0.437343182249	284565	0.36587706115	3088269832	0.071466121099	0.06998, 0.07295	79.1435869878	0.000902993202848	0	None
CCAR2	RefSeq_coding	17271	1129947427	Discarded	0.488296547617	55410	0.365881449914	3088269832	0.122415097703	0.11905, 0.12578	59.8236773097	0.00204626501092	0	None
CCAR2	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.224093796416	31642	0.0826657936908	3088269832	0.141428002725	0.13888, 0.14397	91.3570003734	0.00154808063036	0	None
CCAR2	RefSeq_noncoding	8236	255298752	MSPC	0.122987285902	284565	0.0826635271905	3088269832	0.0403237587115	0.03947, 0.04117	78.1092242842	0.000516248357105	0	None
CCAR2	RefSeq_noncoding	8236	255298752	Discarded	0.0990958473949	55410	0.082666948015	3088269832	0.0164288993799	0.0145, 0.01835	14.0434040098	0.00116986589352	0	None
CDC5L	CpG_islands	31144	24200434	MSPC_IDR	0.0279247773154	930463	0.0078301890782	3088269832	0.0200945882372	0.01994, 0.02024	219.795009664	9.14242241802e-05	0	None
CDC5L	CpG_islands	31144	24200434	MSPC	0.0910516303273	834218	0.00781375873829	3088269832	0.083237871589	0.08308, 0.0834	862.098130744	9.6552664506e-05	0	None
CDC5L	CpG_islands	31144	24200434	Discarded	0.0938444238757	130726	0.00783260247598	3088269832	0.0860118213997	0.08561, 0.08641	352.684166585	0.000243877751113	0	None
CDC5L	DNase_clusters	2107358	458295457	MSPC_IDR	0.481058912543	930463	0.148298516757	3088269832	0.332760395786	0.33215, 0.33337	902.781581208	0.000368594577816	0	None
CDC5L	DNase_clusters	2107358	458295457	MSPC	0.523041311694	834218	0.148297546375	3088269832	0.374743765319	0.3741, 0.37538	962.681207991	0.000389270884492	0	None
CDC5L	DNase_clusters	2107358	458295457	Discarded	0.589243232079	130726	0.148380112236	3088269832	0.440863119843	0.43925, 0.44248	448.377622134	0.000983240683924	0	None
CDC5L	Enhancers	393964	586976760	MSPC_IDR	0.457543763112	930463	0.189985927067	3088269832	0.267557836045	0.26689, 0.26823	657.694974914	0.000406811434252	0	None
CDC5L	Enhancers	393964	586976760	MSPC	0.650221344755	834218	0.189942206578	3088269832	0.460279138177	0.45957, 0.46099	1071.33467231	0.00042963151485	0	None
CDC5L	Enhancers	226711	304136048	Discarded	0.295616054832	130726	0.0984727023817	3088269832	0.19714335245	0.19579, 0.1985	239.21688595	0.000824119717416	0	None
CDC5L	Exons	313276	134968333	MSPC_IDR	0.0673148020772	930463	0.043696426897	3088269832	0.0236183751803	0.02327, 0.02397	111.424264124	0.000211967970944	0	None
CDC5L	Exons	313276	134968333	MSPC	0.167578297785	834218	0.0436700721571	3088269832	0.123908225628	0.12354, 0.12428	553.511840704	0.000223858310728	0	None
CDC5L	Exons	313276	134968333	Discarded	0.166828581701	130726	0.043698330746	3088269832	0.123130250955	0.1222, 0.12406	217.762765925	0.000565432985901	0	None
CDC5L	Introns	172751	1580157646	MSPC_IDR	0.557866827733	930463	0.511650448076	3088269832	0.0462163796572	0.04536, 0.04707	89.171994677	0.000518283569013	0	None
CDC5L	Introns	172751	1580157646	MSPC	0.590343782628	834218	0.511643113576	3088269832	0.0787006690521	0.0778, 0.0796	143.783153359	0.000547356677146	0	None
CDC5L	Introns	172751	1580157646	Discarded	0.65774476581	130726	0.511658188727	3088269832	0.146086577083	0.14381, 0.14836	105.665198848	0.00138254201644	0	None
CDC5L	Promoters	67635	423844937	MSPC_IDR	0.316935421467	930463	0.137189336679	3088269832	0.179746084788	0.17916, 0.18033	503.794927491	0.000356784229018	0	None
CDC5L	Promoters	67635	423844937	MSPC	0.458793194593	834218	0.137156610236	3088269832	0.321636584357	0.32102, 0.32226	853.604729892	0.000376798034376	0	None
CDC5L	Promoters	67635	423844937	Discarded	0.544218103376	130726	0.137226264294	3088269832	0.406991839082	0.40543, 0.40856	427.630973711	0.000951736109173	0	None
CDC5L	RefSeq_coding	17271	1129947427	MSPC_IDR	0.420099004368	930463	0.365867306882	3088269832	0.054231697486	0.05341, 0.05505	108.58793531	0.000499426546154	0	None
CDC5L	RefSeq_coding	17271	1129947427	MSPC	0.491421317424	834218	0.365849726305	3088269832	0.125571591119	0.1247, 0.12644	238.076645568	0.000527441869905	0	None
CDC5L	RefSeq_coding	17271	1129947427	Discarded	0.545556770981	130726	0.365876040419	3088269832	0.179680730562	0.17749, 0.18187	134.871126201	0.00133224015861	0	None
CDC5L	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.0877691130447	930463	0.0826657051846	3088269832	0.00510340786004	0.00463, 0.00557	17.8736995782	0.0002855261071	0	None
CDC5L	RefSeq_noncoding	8236	255298752	MSPC	0.134766769877	834218	0.0826531655998	3088269832	0.0521136042772	0.05162, 0.05261	172.823305377	0.000301542689301	0	None
CDC5L	RefSeq_noncoding	8236	255298752	Discarded	0.120831962793	130726	0.0826656272014	3088269832	0.0381663355913	0.03691, 0.03942	50.1099238285	0.000761652237227	0	None
DACH1	CpG_islands	31144	24200434	MSPC_IDR	0.0820832862008	1087358	0.00781009228022	3088269832	0.0742731939206	0.07413, 0.07441	878.206142199	8.45737582005e-05	0	None
DACH1	CpG_islands	31144	24200434	MSPC	0.0895543497006	1095948	0.00780723338349	3088269832	0.0817471163171	0.08161, 0.08189	970.386851381	8.42417806886e-05	0	None
DACH1	CpG_islands	31144	24200434	Discarded	0.0985913872074	86893	0.00783368974108	3088269832	0.0907576974663	0.09027, 0.09125	303.407713221	0.00029912785177	0	None
DACH1	DNase_clusters	2107358	458295457	MSPC_IDR	0.308943964229	1087358	0.148342227259	3088269832	0.16060173697	0.16004, 0.16116	471.00655326	0.000340975589105	0	None
DACH1	DNase_clusters	2107358	458295457	MSPC	0.559110871035	1095948	0.148252970952	3088269832	0.410857900083	0.4103, 0.41142	1209.69655863	0.000339637157065	0	None
DACH1	DNase_clusters	2107358	458295457	Discarded	0.585253297121	86893	0.148386482019	3088269832	0.436866815102	0.43488, 0.43885	362.246790053	0.00120599223264	0	None
DACH1	Enhancers	393964	586976760	MSPC_IDR	0.41711890921	1087358	0.18998656773	3088269832	0.227132341481	0.22651, 0.22775	603.547535335	0.000376328836062	0	None
DACH1	Enhancers	393964	586976760	MSPC	0.665593015733	1095948	0.189897727248	3088269832	0.475695288486	0.47508, 0.47631	1269.02285611	0.000374851631864	0	None
DACH1	Enhancers	226711	304136048	Discarded	0.377275761272	86893	0.0984732028851	3088269832	0.278802558387	0.27714, 0.28047	275.817475581	0.00101082267467	0	None
DACH1	Exons	313276	134968333	MSPC_IDR	0.0920505555203	1087358	0.0436865142179	3088269832	0.0483640413024	0.04804, 0.04869	246.648225161	0.000196085097595	0	None
DACH1	Exons	313276	134968333	MSPC	0.110896583691	1095948	0.0436796892921	3088269832	0.0672168943993	0.0669, 0.06754	344.145381632	0.000195315404439	0	None
DACH1	Exons	313276	134968333	Discarded	0.108649619076	86893	0.0437017154455	3088269832	0.0649479036307	0.06381, 0.06609	93.6481767894	0.000693530892509	0	None
DACH1	Introns	172751	1580157646	MSPC_IDR	0.543075470015	1087358	0.511653309066	3088269832	0.0314221609493	0.03063, 0.03221	65.5381626647	0.00047944830419	0	None
DACH1	Introns	172751	1580157646	MSPC	0.58823175166	1095948	0.511637191121	3088269832	0.0765945605391	0.07581, 0.07738	160.38517905	0.000477566324974	0	None
DACH1	Introns	172751	1580157646	Discarded	0.643024834856	86893	0.511660676431	3088269832	0.131364158425	0.12857, 0.13415	77.4664900298	0.0016957546208	0	None
DACH1	Promoters	67635	423844937	MSPC_IDR	0.258394881543	1087358	0.137200820717	3088269832	0.121194060826	0.12065, 0.12174	367.198875429	0.000330050196054	0	None
DACH1	Promoters	67635	423844937	MSPC	0.34041000083	1095948	0.13717136807	3088269832	0.203238632761	0.2027, 0.20378	618.207630171	0.000328754649477	0	None
DACH1	Promoters	67635	423844937	Discarded	0.327203259143	86893	0.137238147321	3088269832	0.189965111822	0.18804, 0.19189	162.73187569	0.00116735034865	0	None
DACH1	RefSeq_coding	17271	1129947427	MSPC_IDR	0.397440035904	1087358	0.36587253163	3088269832	0.0315675042736	0.03081, 0.03233	68.3273030524	0.000462004248132	0	None
DACH1	RefSeq_coding	17271	1129947427	MSPC	0.459285970424	1095948	0.365850488442	3088269832	0.0934354819821	0.09268, 0.09419	203.036422585	0.000460190742098	0	None
DACH1	RefSeq_coding	17271	1129947427	Discarded	0.470573342233	86893	0.365880700621	3088269832	0.104692641612	0.102, 0.10738	64.0691506793	0.00163405696037	0	None
DACH1	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.09443891116	1087358	0.0826630966041	3088269832	0.0117758145559	0.01134, 0.01221	44.5831538482	0.000264131483295	0	None
DACH1	RefSeq_noncoding	8236	255298752	MSPC	0.102620651143	1095948	0.0826601593144	3088269832	0.019960491829	0.01953, 0.02039	75.8680915032	0.00026309468755	0	None
DACH1	RefSeq_noncoding	8236	255298752	Discarded	0.0846088337515	86893	0.0826671881574	3088269832	0.00194164559411	0.00041, 0.00348	2.07839729777	0.000934203290288	0.0376727814039	None
DDX20	CpG_islands	31144	24200434	MSPC_IDR	0.386591704802	1199898	0.00768902665478	3088269832	0.378902678147	0.37877, 0.37904	4706.19586758	8.05114552833e-05	0	None
DDX20	CpG_islands	31144	24200434	MSPC	0.156465908298	2063375	0.00773687254577	3088269832	0.148729035752	0.14863, 0.14883	2422.11177493	6.1404695395e-05	0	None
DDX20	CpG_islands	31144	24200434	Discarded	0.0886466775795	300563	0.00782837777905	3088269832	0.0808182998004	0.08055, 0.08108	502.471482968	0.000160841565223	0	None
DDX20	DNase_clusters	2107358	458295457	MSPC_IDR	0.576480187082	1199898	0.148232385055	3088269832	0.428247802027	0.42771, 0.42878	1319.31897048	0.000324597623175	0	None
DDX20	DNase_clusters	2107358	458295457	MSPC	0.657772504866	2063375	0.148058216945	3088269832	0.509714287921	0.50931, 0.51012	2058.91097013	0.000247564996892	0	None
DDX20	DNase_clusters	2107358	458295457	Discarded	0.644707949056	300563	0.148350466356	3088269832	0.4963574827	0.49529, 0.49742	765.435541449	0.000648464117254	0	None
DDX20	Enhancers	393964	586976760	MSPC_IDR	0.900219101774	1199898	0.189790513567	3088269832	0.710428588208	0.70984, 0.71102	1983.0373092	0.000358252759498	0	None
DDX20	Enhancers	393964	586976760	MSPC	0.851189022263	2063375	0.189624526208	3088269832	0.661564496054	0.66112, 0.66201	2421.24502402	0.000273233187674	0	None
DDX20	Enhancers	226711	304136048	Discarded	0.410092359697	300563	0.0984507171591	3088269832	0.311641642538	0.31075, 0.31254	573.375419043	0.000543521107093	0	None
DDX20	Exons	313276	134968333	MSPC_IDR	0.294962325996	1199898	0.0436058822513	3088269832	0.251356443744	0.25105, 0.25166	1346.55280061	0.000186666607972	0	None
DDX20	Exons	313276	134968333	MSPC	0.210110033266	2063375	0.0435922868149	3088269832	0.166517746451	0.16628, 0.16675	1169.63400064	0.000142367395579	0	None
DDX20	Exons	313276	134968333	Discarded	0.187001770006	300563	0.0436895950999	3088269832	0.143312174906	0.1427, 0.14393	384.304825069	0.000372912764965	0	None
DDX20	Introns	172751	1580157646	MSPC_IDR	0.465443341481	1199898	0.511682338037	3088269832	-0.0462389965554	-0.04699, -0.04549	-101.308192487	0.000456419124853	0	None
DDX20	Introns	172751	1580157646	MSPC	0.547188200309	2063375	0.511640622075	3088269832	0.0355475782335	0.03497, 0.03612	102.11799524	0.000348102977836	0	None
DDX20	Introns	172751	1580157646	Discarded	0.573844505663	300563	0.511658320364	3088269832	0.0621861852989	0.06069, 0.06369	68.2007999572	0.000911810203662	0	None
DDX20	Promoters	67635	423844937	MSPC_IDR	0.720927344718	1199898	0.13701662294	3088269832	0.583910721778	0.58339, 0.58443	1858.4222984	0.000314197005858	0	None
DDX20	Promoters	67635	423844937	MSPC	0.511959526524	2063375	0.136992964673	3088269832	0.374966561851	0.37457, 0.37536	1564.75588645	0.000239632625828	0	None
DDX20	Promoters	67635	423844937	Discarded	0.483687334478	300563	0.13720977161	3088269832	0.346477562868	0.34545, 0.34751	551.991588506	0.000627686309144	0	None
DDX20	RefSeq_coding	17271	1129947427	MSPC_IDR	0.390277848386	1199898	0.365874164665	3088269832	0.0244036837202	0.02368, 0.02513	55.4865052023	0.00043981295328	0	None
DDX20	RefSeq_coding	17271	1129947427	MSPC	0.453105493134	2063375	0.365825331551	3088269832	0.0872801615829	0.08673, 0.08783	260.197800511	0.000335437737796	0	None
DDX20	RefSeq_coding	17271	1129947427	Discarded	0.474088713219	300563	0.365873114318	3088269832	0.108215598902	0.10677, 0.10966	123.163277494	0.000878635264533	0	None
DDX20	RefSeq_noncoding	8236	255298752	MSPC_IDR	0.110355121556	1199898	0.0826564809149	3088269832	0.0276986406412	0.02729, 0.02811	110.158049751	0.000251444544486	0	None
DDX20	RefSeq_noncoding	8236	255298752	MSPC	0.12307887656	2063375	0.0826402243778	3088269832	0.0404386521818	0.04012, 0.04075	210.867937536	0.000191772408145	0	None
DDX20	RefSeq_noncoding	8236	255298752	Discarded	0.114258527302	300563	0.082664167887	3088269832	0.031594359415	0.03077, 0.03242	62.8965353537	0.00050232273109	0	None
DNMT1	CpG_islands	31144	24200434	MSPC_IDR	0.101183639419	82710	0.00783374324551	3088269832	0.0933498961737	0.09285, 0.09385	304.469660063	0.00030659835254	0	None
DNMT1	CpG_islands	31144	24200434	MSPC	0.103771645238	374504	0.00782460816879	3088269832	0.0959470370696	0.09571, 0.09618	665.868402436	0.000144093092146	0	None
DNMT1	CpG_islands	31144	24200434	Discarded	0.0773315524136	122782	0.00783348027674	3088269832	0.0694980721369	0.06908, 0.06991	276.17706333	0.00025164317159	0	None
DNMT1	DNase_clusters	2107358	458295457	MSPC_IDR	0.569404311398	82710	0.148387498246	3088269832	0.421016813152	0.41898, 0.42305	340.5978985	0.00123611101245	0	None
DNMT1	DNase_clusters	2107358	458295457	MSPC	0.59718561835	374504	0.148344344445	3088269832	0.448841273904	0.44789, 0.4498	772.612920327	0.000580939383869	0	None
DNMT1	DNase_clusters	2107358	458295457	Discarded	0.575853334745	122782	0.148381778694	3088269832	0.427471556051	0.4258, 0.42914	421.341670959	0.00101454849001	0	None
DNMT1	Enhancers	393964	586976760	MSPC_IDR	0.653564822091	82710	0.190054125609	3088269832	0.463510696482	0.46127, 0.46575	339.748913407	0.00136427425723	0	None
DNMT1	Enhancers	393964	586976760	MSPC	0.767760110012	374504	0.189996475875	3088269832	0.577763634137	0.57671, 0.57882	901.104532471	0.000641172708956	0	None
DNMT1	Enhancers	226711	304136048	Discarded	0.305213262422	122782	0.0984728279369	3088269832	0.206740434485	0.20534, 0.20814	243.120819569	0.000850360881688	0	None
DNMT1	Exons	313276	134968333	MSPC_IDR	0.336690403937	82710	0.0436956957959	3088269832	0.292994708141	0.29183, 0.29416	412.174386958	0.000710851322672	0	None
DNMT1	Exons	313276	134968333	MSPC	0.202720924954	374504	0.0436842569826	3088269832	0.159036667972	0.15849, 0.15959	476.041865064	0.000334081263946	0	None
DNMT1	Exons	313276	134968333	Discarded	0.180554311265	122782	0.043698101761	3088269832	0.136856209504	0.1359, 0.13782	234.568882086	0.000583437190332	0	None
DNMT1	Introns	172751	1580157646	MSPC_IDR	0.453651872181	82710	0.511665926347	3088269832	-0.0580140541658	-0.06087, -0.05516	-33.3777641884	0.00173810486042	0	None
DNMT1	Introns	172751	1580157646	MSPC	0.573338139678	374504	0.511656892701	3088269832	0.0616812469763	0.06034, 0.06302	75.5098881154	0.00081686317535	0	None
DNMT1	Introns	172751	1580157646	Discarded	0.589470855086	122782	0.511661279055	3088269832	0.0778095760312	0.07546, 0.08016	54.5433416178	0.00142656415473	0	None
DNMT1	Promoters	67635	423844937	MSPC_IDR	0.496572402703	82710	0.137233868414	3088269832	0.35933853429	0.35737, 0.36131	300.323702739	0.00119650407548	0	None
DNMT1	Promoters	67635	423844937	MSPC	0.529536321277	374504	0.137195914413	3088269832	0.392340406864	0.39142, 0.39327	697.710906189	0.0005623251742	0	None
